         1	 -19017915	 -18909560	 -19818639	 -18592790	 -19069060	 -19069060	 -19031958	 -19832453	 -18912891	 -19017915	 -19818639	 -18909560	 -18592790	 -19069060	 -19069060	 -19031958	 -18912891	 -19832453
         2	 -19017913	 -18909558	 -19818638	 -18592790	 -19069060	 -19069060	 -19031957	 -19832452	 -18912889	 -19017915	 -19818639	 -18909560	 -18592789	 -19069059	 -19069059	 -19031959	 -18912891	 -19832453
         3	 -19017909	 -18909554	 -19818634	 -18592790	 -19069060	 -19069060	 -19031954	 -19832447	 -18912886	 -19017915	 -19818639	 -18909560	 -18592785	 -19069055	 -19069056	 -19031959	 -18912891	 -19832453
         4	 -19017902	 -18909547	 -19818629	 -18592790	 -19069061	 -19069060	 -19031948	 -19832440	 -18912880	 -19017914	 -19818639	 -18909560	 -18592779	 -19069048	 -19069050	 -19031959	 -18912891	 -19832453
         5	 -19017893	 -18909538	 -19818621	 -18592790	 -19069061	 -19069060	 -19031940	 -19832430	 -18912871	 -19017914	 -19818640	 -18909559	 -18592770	 -19069038	 -19069042	 -19031959	 -18912891	 -19832452
         6	 -19017881	 -18909525	 -19818611	 -18592790	 -19069061	 -19069059	 -19031930	 -19832417	 -18912861	 -19017914	 -19818640	 -18909559	 -18592759	 -19069026	 -19069031	 -19031959	 -18912891	 -19832452
         7	 -19017866	 -18909510	 -19818599	 -18592790	 -19069062	 -19069059	 -19031917	 -19832400	 -18912847	 -19017913	 -19818641	 -18909559	 -18592746	 -19069011	 -19069018	 -19031960	 -18912892	 -19832451
         8	 -19017848	 -18909492	 -19818585	 -18592790	 -19069062	 -19069059	 -19031902	 -19832381	 -18912832	 -19017913	 -19818642	 -18909558	 -18592730	 -19068993	 -19069003	 -19031960	 -18912892	 -19832450
         9	 -19017827	 -18909472	 -19818568	 -18592790	 -19069063	 -19069058	 -19031885	 -19832360	 -18912814	 -19017912	 -19818643	 -18909558	 -18592711	 -19068972	 -19068986	 -19031961	 -18912893	 -19832449
        10	 -19017804	 -18909448	 -19818549	 -18592790	 -19069063	 -19069057	 -19031865	 -19832335	 -18912793	 -19017912	 -19818644	 -18909557	 -18592690	 -19068949	 -19068966	 -19031961	 -18912893	 -19832448
        11	 -19017778	 -18909422	 -19818528	 -18592790	 -19069064	 -19069057	 -19031843	 -19832307	 -18912770	 -19017911	 -19818645	 -18909557	 -18592667	 -19068923	 -19068944	 -19031962	 -18912894	 -19832447
        12	 -19017750	 -18909393	 -19818505	 -18592790	 -19069065	 -19069056	 -19031819	 -19832276	 -18912745	 -19017910	 -19818646	 -18909556	 -18592641	 -19068894	 -19068919	 -19031963	 -18912894	 -19832446
        13	 -19017718	 -18909361	 -19818480	 -18592790	 -19069065	 -19069055	 -19031793	 -19832243	 -18912717	 -19017909	 -19818648	 -18909556	 -18592612	 -19068862	 -19068892	 -19031964	 -18912895	 -19832444
        14	 -19017684	 -18909327	 -19818452	 -18592790	 -19069066	 -19069054	 -19031764	 -19832206	 -18912687	 -19017908	 -19818649	 -18909555	 -18592581	 -19068828	 -19068863	 -19031965	 -18912896	 -19832443
        15	 -19017647	 -18909289	 -19818422	 -18592790	 -19069067	 -19069053	 -19031733	 -19832166	 -18912654	 -19017907	 -19818651	 -18909554	 -18592548	 -19068791	 -19068832	 -19031966	 -18912897	 -19832441
        16	 -19017608	 -18909249	 -19818390	 -18592790	 -19069068	 -19069052	 -19031700	 -19832124	 -18912619	 -19017906	 -19818652	 -18909553	 -18592512	 -19068751	 -19068798	 -19031967	 -18912897	 -19832439
        17	 -19017565	 -18909207	 -19818356	 -18592790	 -19069069	 -19069051	 -19031664	 -19832079	 -18912582	 -19017905	 -19818654	 -18909552	 -18592474	 -19068708	 -19068762	 -19031968	 -18912898	 -19832437
