         0	 -20092111	 -19313239	 -20872751	 -18789054	 -19667929	 -18846373	 -18297561	 -19106397	 -18888218	 -18288069	 -19096923	 -18891236	 -18788279	 -19666380	 -18846438	 -20113598	 -19323573	 -20893807
         0	 -20090879	 -19312648	 -20871543	 -18789429	 -19668691	 -18846328	 -18298110	 -19106945	 -18888048	 -18287516	 -19096369	 -18891400	 -18787890	 -19665603	 -18846468	 -20114829	 -19324162	 -20895013
         0	 -20089646	 -19312058	 -20870335	 -18789795	 -19669443	 -18846272	 -18298659	 -19107494	 -18887879	 -18286954	 -19095808	 -18891557	 -18787501	 -19664827	 -18846498	 -20116056	 -19324747	 -20896214
         0	 -20088414	 -19311468	 -20869127	 -18790151	 -19670184	 -18846206	 -18299209	 -19108042	 -18887709	 -18286386	 -19095239	 -18891706	 -18787112	 -19664051	 -18846529	 -20117278	 -19325326	 -20897410
         0	 -20087182	 -19310878	 -20867920	 -18790497	 -19670916	 -18846129	 -18299759	 -19108591	 -18887540	 -18285810	 -19094662	 -18891847	 -18786724	 -19663275	 -18846560	 -20118495	 -19325901	 -20898602
         0	 -20085951	 -19310288	 -20866713	 -18790834	 -19671637	 -18846041	 -18300310	 -19109141	 -18887372	 -18285226	 -19094077	 -18891981	 -18786336	 -19662500	 -18846591	 -20119709	 -19326470	 -20899789
         0	 -20084719	 -19309699	 -20865507	 -18791161	 -19672348	 -18845943	 -18300860	 -19109690	 -18887203	 -18284636	 -19093484	 -18892106	 -18785949	 -19661725	 -18846623	 -20120917	 -19327035	 -20900971
         0	 -20083488	 -19309110	 -20864300	 -18791479	 -19673049	 -18845835	 -18301412	 -19110240	 -18887036	 -18284037	 -19092884	 -18892224	 -18785562	 -19660950	 -18846656	 -20122122	 -19327594	 -20902148
         0	 -20082258	 -19308522	 -20863094	 -18791787	 -19673740	 -18845717	 -18301963	 -19110791	 -18886868	 -18283432	 -19092276	 -18892334	 -18785175	 -19660176	 -18846688	 -20123321	 -19328148	 -20903321
         0	 -20081027	 -19307934	 -20861888	 -18792085	 -19674422	 -18845588	 -18302516	 -19111342	 -18886701	 -18282819	 -19091660	 -18892436	 -18784789	 -19659402	 -18846721	 -20124516	 -19328698	 -20904489
